thesite,subnum,expcode,posit,obsdate,nobs,daymax,daymin,p_979,p_201
Hopkins,14,1,2,15179,144,17.08,13.28,16.49,13.28
Hopkins,14,1,2,15180,144,16.79,11.83,16.2,11.83
Hopkins,14,1,2,15181,144,20.38,11.83,19.78,11.83
Hopkins,14,1,2,15182,144,22.54,11.83,21.3,11.83
Hopkins,14,1,2,15183,144,18.87,12.7,18.57,12.7
Hopkins,14,1,2,15184,144,15.32,12.7,15.02,12.7
Hopkins,14,1,2,15185,144,17.08,12.12,16.79,12.12
Hopkins,14,1,2,15186,144,24.13,12.41,23.81,12.41
Hopkins,14,1,2,15187,144,15.61,13.57,15.32,13.57
Hopkins,14,1,2,15188,144,17.08,13.28,16.79,13.28
Hopkins,14,1,2,15189,144,18.87,13.57,18.57,13.57
Hopkins,14,1,2,15190,144,21.61,13.57,21.61,13.57
Hopkins,14,1,2,15191,144,18.27,13.28,17.98,13.28
Hopkins,14,1,2,15192,144,17.08,12.41,16.2,12.41
Hopkins,14,1,2,15193,144,19.47,12.99,19.17,12.99
Hopkins,14,1,2,15194,144,17.98,12.7,17.68,12.99
Hopkins,14,1,2,15195,144,15.02,12.41,14.73,12.41
Hopkins,14,1,2,15196,144,14.44,12.12,14.15,12.41
Hopkins,14,1,2,15197,144,24.45,12.99,24.13,12.99
Hopkins,14,1,2,15198,144,24.45,12.41,24.45,12.7
Hopkins,14,1,2,15199,144,23.81,12.99,23.17,12.99
Hopkins,14,1,2,15200,144,22.86,12.99,22.54,12.99
Hopkins,14,1,2,15201,144,19.78,12.7,19.47,12.7
Hopkins,14,1,2,15202,144,16.2,13.28,15.91,13.28
Hopkins,14,1,2,15203,144,17.08,12.99,16.79,12.99
Hopkins,14,1,2,15204,144,19.78,12.12,19.47,12.12
Hopkins,14,1,2,15205,144,17.68,12.99,17.68,12.99
Hopkins,14,1,2,15206,144,15.02,12.41,15.02,12.41
Hopkins,14,1,2,15207,144,16.2,12.41,16.2,12.41
Hopkins,14,1,2,15208,144,16.2,11.54,15.91,11.54
Hopkins,14,1,2,15209,144,24.13,12.7,21.92,12.99
Hopkins,14,1,2,15210,144,19.78,12.12,18.27,12.12
Hopkins,14,1,2,15211,144,14.15,11.83,14.15,12.12
Hopkins,14,1,2,15212,144,17.98,11.83,17.08,11.83
Hopkins,14,1,2,15213,144,18.87,12.7,18.57,12.7
Hopkins,14,1,2,15214,144,19.78,11.54,19.17,11.83
Hopkins,14,1,2,15215,144,15.91,11.83,15.32,11.83
Hopkins,14,1,2,15216,144,13.57,12.7,13.57,12.7
Hopkins,14,1,2,15217,144,19.17,12.41,19.17,12.41
Hopkins,14,1,2,15218,144,19.78,12.7,19.47,12.7
Hopkins,14,1,2,15219,144,16.79,11.83,16.79,11.83
Hopkins,14,1,2,15220,144,15.32,11.83,15.32,11.83
Hopkins,14,1,2,15221,144,14.15,11.54,14.15,11.54
Hopkins,14,1,2,15222,144,14.15,12.12,13.86,12.41
Hopkins,14,1,2,15223,144,13.86,12.41,13.57,12.41
Hopkins,14,1,2,15224,144,13.57,12.41,13.57,12.41
Hopkins,14,1,2,15225,144,14.15,12.12,14.15,12.41
Hopkins,14,1,2,15226,144,14.73,12.41,14.73,12.41
Hopkins,14,1,2,15227,144,14.44,12.41,14.15,12.41
Hopkins,14,1,2,15228,144,19.78,12.41,19.17,12.41
Hopkins,14,1,2,15229,144,23.49,12.41,22.86,12.41
Hopkins,14,1,2,15230,144,19.47,12.7,18.87,12.7
Hopkins,14,1,2,15231,144,20.69,14.15,20.69,14.15
Hopkins,14,1,2,15232,144,19.17,13.57,19.17,13.57
Hopkins,14,1,2,15233,144,18.27,13.57,18.27,13.57
Hopkins,14,1,2,15234,144,17.68,13.86,17.68,13.86
Hopkins,14,1,2,15235,144,15.61,13.86,15.61,13.86
Hopkins,14,1,2,15236,144,15.32,13.28,15.02,13.28
Hopkins,14,1,2,15237,144,14.44,13.28,14.44,13.28
Hopkins,14,1,2,15238,144,14.15,12.99,14.15,12.99
Hopkins,14,1,2,15239,144,13.86,12.7,13.86,12.7
Hopkins,14,1,2,15240,144,15.02,12.7,15.02,12.7
Hopkins,14,1,2,15241,144,16.49,12.7,15.91,12.7
Hopkins,14,1,2,15242,144,17.08,12.41,17.08,12.41
Hopkins,14,1,2,15243,144,15.02,12.41,14.73,12.41
Hopkins,14,1,2,15244,144,15.32,11.83,15.02,11.83
Hopkins,14,1,2,15245,144,15.32,13.28,15.32,13.28
Hopkins,14,1,2,15246,144,16.49,11.83,16.2,11.83
Hopkins,14,1,2,15247,144,17.98,11.26,17.38,11.26
Hopkins,14,1,2,15248,144,18.27,11.83,18.27,11.83
Hopkins,14,1,2,15249,144,16.2,12.99,15.91,12.99
Hopkins,14,1,2,15250,144,15.32,12.99,15.32,12.99
Hopkins,14,1,2,15251,144,14.73,12.99,14.44,12.99
Hopkins,14,1,2,15252,144,15.02,12.7,15.02,12.7
Hopkins,14,1,2,15253,144,15.02,13.28,15.02,13.28
Hopkins,14,1,2,15254,144,14.73,13.28,14.73,13.28
Hopkins,14,1,2,15255,144,14.73,13.28,14.73,13.28
Hopkins,14,1,2,15256,144,15.32,13.28,15.32,13.28
Hopkins,14,1,2,15257,144,14.73,12.12,14.73,12.41
Hopkins,14,1,2,15258,144,15.02,12.12,15.02,12.12
Hopkins,14,1,2,15259,144,16.49,12.12,16.2,12.12
Hopkins,14,1,2,15260,144,16.49,11.54,16.2,11.54
Hopkins,14,1,2,15261,144,14.44,11.26,14.44,11.26
Hopkins,14,1,2,15262,144,15.32,13.28,14.44,13.28
Hopkins,14,1,2,15263,144,15.61,12.41,15.61,12.41
Hopkins,14,1,2,15264,144,15.32,12.99,15.02,12.99
Hopkins,14,1,2,15265,144,14.73,13.28,14.73,13.28
Hopkins,14,1,2,15266,144,14.44,13.28,14.44,13.28
Hopkins,14,1,2,15267,144,14.44,12.7,14.15,12.7
Hopkins,14,1,2,15268,144,14.44,12.7,14.15,12.7
Hopkins,14,1,2,15269,144,14.44,12.41,14.44,12.41
Hopkins,14,1,2,15270,144,14.73,12.41,14.73,12.7
Hopkins,14,1,2,15271,144,15.02,12.41,15.02,12.41
Hopkins,14,1,2,15272,144,14.15,13.28,14.15,13.28
Hopkins,14,1,2,15273,144,14.44,12.41,14.15,12.41
Hopkins,14,1,2,15274,144,16.2,11.83,16.2,12.12
Hopkins,14,1,2,15275,144,15.91,10.97,15.91,11.26
Hopkins,14,1,2,15276,144,15.02,12.12,15.02,12.12
Hopkins,14,1,2,15277,144,15.61,12.12,15.61,12.12
Hopkins,14,1,2,15278,144,16.49,12.7,16.2,12.7
Hopkins,14,1,2,15280,144,14.62,10.57,14.03,10.86
Hopkins,14,1,2,15281,144,13.74,12.3,13.74,12.3
Hopkins,14,1,2,15282,144,14.03,12.59,14.03,12.59
Hopkins,14,1,2,15283,144,14.03,10.86,13.74,10.86
Hopkins,14,1,2,15284,144,13.74,11.44,13.74,11.44
Hopkins,14,1,2,15285,144,13.74,11.44,13.74,11.44
Hopkins,14,1,2,15286,144,13.74,9.42,13.74,9.71
Hopkins,14,1,2,15287,144,15.78,9.42,15.49,9.42
Hopkins,14,1,2,15288,144,16.08,10.28,15.78,10.57
Hopkins,14,1,2,15289,144,18.46,10.57,17.26,10.86
Hopkins,14,1,2,15290,144,22.42,12.59,21.79,12.59
Hopkins,14,1,2,15291,144,14.91,12.88,14.62,12.88
Hopkins,14,1,2,15292,144,15.49,12.3,15.2,12.59
Hopkins,15,1,3,14987,144,12.82,8.78,12.82,9.07
Hopkins,15,1,3,14988,144,12.53,8.78,12.53,8.78
Hopkins,15,1,3,14989,144,12.82,9.65,12.82,9.93
Hopkins,15,1,3,14990,144,12.53,8.78,12.53,9.07
Hopkins,15,1,3,14991,144,12.24,6.18,12.24,6.18
Hopkins,15,1,3,14992,144,11.96,7.04,11.96,7.04
Hopkins,15,1,3,14993,144,12.53,8.49,12.24,8.78
Hopkins,15,1,3,14994,144,13.4,10.8,13.11,10.8
Hopkins,15,1,3,14995,144,14.27,10.8,13.98,10.8
Hopkins,15,1,3,14996,144,14.27,11.09,14.27,11.38
Hopkins,15,1,3,14997,144,13.69,10.51,13.11,10.51
Hopkins,15,1,3,14998,144,13.98,10.22,13.4,10.22
Hopkins,15,1,3,14999,144,12.53,9.93,12.53,9.93
Hopkins,15,1,3,15000,144,12.53,9.07,12.53,9.07
Hopkins,15,1,3,15001,144,12.24,9.93,12.24,10.22
Hopkins,15,1,3,15002,144,12.53,8.78,12.53,8.78
Hopkins,15,1,3,15003,144,12.53,8.21,12.53,8.21
Hopkins,15,1,3,15004,144,12.53,9.93,12.53,10.51
Hopkins,15,1,3,15005,144,12.53,7.33,12.24,7.33
Hopkins,15,1,3,15006,144,13.4,7.04,13.11,7.04
Hopkins,15,1,3,15007,144,16.02,8.21,15.73,8.49
Hopkins,15,1,3,15008,144,16.91,8.49,16.62,8.49
Hopkins,15,1,3,15009,144,16.62,11.38,16.02,11.38
Hopkins,15,1,3,15010,144,20.82,11.67,20.82,11.67
Hopkins,15,1,3,15011,144,15.73,11.09,15.44,11.09
Hopkins,15,1,3,15012,144,11.96,8.49,11.96,8.78
Hopkins,15,1,3,15013,144,11.38,7.62,11.38,7.62
Hopkins,15,1,3,15014,144,11.96,8.78,11.67,8.78
Hopkins,15,1,3,15015,144,11.96,7.33,11.96,7.33
Hopkins,15,1,3,15016,144,11.67,8.78,11.67,9.07
Hopkins,15,1,3,15017,144,11.38,7.33,11.38,7.33
Hopkins,15,1,3,15018,144,11.09,6.18,11.09,6.47
Hopkins,15,1,3,15019,144,11.38,7.92,11.09,8.21
Hopkins,15,1,3,15020,144,16.91,6.18,15.73,6.18
Hopkins,15,1,3,15021,144,19.01,7.04,18.11,7.04
Hopkins,15,1,3,15022,144,20.82,6.76,20.21,6.76
Hopkins,15,1,3,15023,144,18.41,8.49,18.11,8.49
Hopkins,15,1,3,15024,144,19.01,10.51,18.11,10.8
Hopkins,15,1,3,15025,144,19.91,9.93,19.61,10.51
Hopkins,15,1,3,15026,144,15.73,11.38,14.27,11.38
Hopkins,15,1,3,15027,144,15.44,11.09,15.44,11.38
Hopkins,15,1,3,15028,144,13.4,8.49,13.4,8.78
Hopkins,15,1,3,15029,144,12.53,9.65,12.53,9.65
Hopkins,15,1,3,15030,144,13.69,9.36,13.4,9.36
Hopkins,15,1,3,15031,144,12.53,11.09,12.53,11.38
Hopkins,15,1,3,15032,144,12.82,11.09,12.82,11.09
Hopkins,15,1,3,15033,144,13.11,11.09,12.82,11.09
Hopkins,15,1,3,15034,144,13.98,9.07,13.69,9.07
Hopkins,15,1,3,15035,144,14.27,9.65,13.98,9.65
Hopkins,15,1,3,15036,144,13.11,11.67,12.82,11.67
Hopkins,15,1,3,15037,144,14.56,11.96,13.98,11.96
Hopkins,15,1,3,15038,144,15.14,11.96,14.86,11.96
Hopkins,15,1,3,15039,144,16.91,11.96,16.62,11.96
Hopkins,15,1,3,15040,144,17.51,11.96,17.21,11.96
Hopkins,15,1,3,15041,144,17.81,11.96,17.51,11.96
Hopkins,15,1,3,15042,144,14.86,11.09,14.56,11.38
Hopkins,15,1,3,15043,144,13.11,10.8,12.82,11.09
Hopkins,15,1,3,15044,144,13.98,10.51,13.69,10.8
Hopkins,15,1,3,15045,144,14.56,9.36,13.98,9.36
Hopkins,15,1,3,15046,144,13.98,10.22,13.69,10.22
Hopkins,15,1,3,15047,144,15.73,9.07,15.44,9.07
Hopkins,15,1,3,15048,144,15.44,12.24,15.14,12.24
Hopkins,15,1,3,15049,144,14.56,12.24,14.56,12.24
Hopkins,15,1,3,15050,144,17.21,11.38,16.91,11.38
Hopkins,15,1,3,15051,144,21.13,12.24,20.51,12.24
Hopkins,15,1,3,15052,144,23,12.53,22.37,12.53
Hopkins,15,1,3,15053,144,25.57,12.24,24.59,12.53
Hopkins,15,1,3,15054,144,21.43,11.96,21.13,11.96
Hopkins,15,1,3,15055,144,17.51,11.96,17.21,12.24
Hopkins,15,1,3,15056,144,19.31,11.09,19.31,11.09
Hopkins,15,1,3,15057,144,18.41,11.67,18.11,11.67
Hopkins,15,1,3,15058,144,27.88,9.93,27.21,9.93
Hopkins,15,1,3,15059,144,15.14,12.24,14.86,12.24
Hopkins,15,1,3,15060,144,14.27,11.67,14.27,11.96
Hopkins,15,1,3,15061,144,15.14,11.67,14.86,11.67
Hopkins,15,1,3,15062,144,15.14,11.38,14.86,11.67
Hopkins,15,1,3,15063,144,15.14,11.96,15.14,11.96
Hopkins,15,1,3,15064,144,24.27,11.67,23,11.67
Hopkins,15,1,3,15065,144,23.96,12.82,23.63,12.82
Hopkins,15,1,3,15066,144,16.62,12.82,16.32,12.82
Hopkins,15,1,3,15067,144,17.21,10.22,16.62,10.51
Hopkins,15,1,3,15068,144,19.01,9.65,19.01,9.93
Hopkins,15,1,3,15069,144,21.13,9.07,20.21,9.07
Hopkins,15,1,3,15070,144,20.51,6.76,20.21,6.76
Hopkins,15,1,3,15071,144,15.44,9.07,15.44,9.07
Hopkins,15,1,3,15072,144,13.11,8.49,13.11,8.49
Hopkins,15,1,3,15073,144,15.14,7.92,14.56,7.92
Hopkins,15,1,3,15074,144,14.27,6.18,13.98,6.47
Hopkins,15,1,3,15075,144,12.24,8.49,12.24,8.49
Hopkins,15,1,3,15076,144,16.02,9.65,15.44,9.65
Hopkins,15,1,3,15077,144,20.82,8.21,20.51,8.21
Hopkins,15,1,3,15078,144,17.51,9.07,17.21,9.07
Hopkins,15,1,3,15079,144,22.68,10.83,22.06,11.12
Hopkins,15,1,3,15080,144,22.37,9.1,22.06,9.1
Hopkins,15,1,3,15081,144,25.56,8.81,25.56,8.81
Hopkins,15,1,3,15082,144,24.59,11.12,24.59,11.12
Hopkins,15,1,3,15083,144,21.13,11.12,20.82,11.12
Hopkins,15,1,3,15084,144,20.82,10.54,20.22,10.54
Hopkins,15,1,3,15085,144,18.12,9.1,17.22,9.39
Hopkins,15,1,3,15086,144,15.16,7.08,14.58,7.37
Hopkins,15,1,3,15087,144,15.74,10.54,15.16,10.54
Hopkins,15,1,3,15088,144,20.22,9.39,19.31,9.39
Hopkins,15,1,3,15089,144,18.12,9.96,17.82,9.96
Hopkins,15,1,3,15090,144,18.72,11.41,18.12,11.41
Hopkins,15,1,3,15091,144,13.42,11.69,13.42,11.69
Hopkins,15,1,3,15092,144,22.06,11.12,20.82,11.12
Hopkins,15,1,3,15093,144,23.95,11.12,23.63,11.12
Hopkins,15,1,3,15094,144,23.63,11.12,23.32,11.41
Hopkins,15,1,3,15095,144,23.32,11.69,23,11.69
Hopkins,15,1,3,15096,144,23.63,11.41,23,11.41
Hopkins,15,1,3,15097,144,17.52,11.12,17.22,11.12
Hopkins,15,1,3,15098,144,23.95,11.69,22.68,11.69
Hopkins,15,1,3,15099,144,25.88,10.83,25.23,10.83
Hopkins,15,1,3,15100,144,20.22,11.12,20.22,11.12
Hopkins,15,1,3,15101,144,18.72,9.96,18.12,9.96
Hopkins,15,1,3,15102,144,19.31,9.96,19.31,10.25
Hopkins,15,1,3,15103,144,20.22,10.83,19.61,10.83
Hopkins,15,1,3,15104,144,19.31,10.83,18.42,10.83
Hopkins,15,1,3,15105,144,18.42,10.83,17.52,10.83
Hopkins,15,1,3,15106,144,27.53,10.54,26.87,10.54
Hopkins,15,1,3,15107,144,20.22,11.12,19.61,11.12
Hopkins,15,1,3,15108,144,20.82,10.83,20.52,11.12
Hopkins,15,1,3,15109,144,26.54,11.41,26.21,11.69
Hopkins,15,1,3,15110,144,26.87,11.69,26.87,11.69
Hopkins,15,1,3,15111,144,22.68,12.56,22.37,12.84
Hopkins,15,1,3,15112,144,20.82,12.27,20.22,12.27
Hopkins,15,1,3,15113,144,15.74,12.27,15.16,12.27
Hopkins,15,1,3,15114,144,18.12,12.27,17.52,12.27
Hopkins,15,1,3,15115,144,18.42,11.98,18.12,11.98
Hopkins,15,1,3,15116,144,24.27,12.27,24.27,12.27
Hopkins,15,1,3,15117,144,20.82,12.84,20.52,12.84
Hopkins,15,1,3,15118,144,20.82,12.27,19.91,12.27
Hopkins,15,1,3,15119,144,19.31,11.69,18.42,11.69
Hopkins,15,1,3,15120,144,21.13,12.27,20.52,12.27
Hopkins,15,1,3,15121,144,17.22,12.27,16.93,12.27
Hopkins,15,1,3,15122,144,21.75,12.27,20.82,12.27
Hopkins,15,1,3,15123,144,25.23,11.12,24.59,11.12
Hopkins,15,1,3,15124,144,21.13,11.69,20.82,11.69
Hopkins,15,1,3,15125,144,28.54,11.98,27.87,11.98
Hopkins,15,1,3,15126,144,32.75,12.84,32.39,12.84
Hopkins,15,1,3,15127,144,20.52,12.84,20.22,12.84
Hopkins,15,1,3,15128,144,18.72,12.84,18.12,12.84
Hopkins,15,1,3,15129,144,14.58,11.98,14.29,11.98
Hopkins,15,1,3,15130,144,16.04,11.41,15.74,11.41
Hopkins,15,1,3,15131,144,19.91,11.69,19.91,11.69
Hopkins,15,1,3,15132,144,24.91,11.69,24.27,11.69
Hopkins,15,1,3,15133,144,26.21,12.27,25.56,12.27
Hopkins,15,1,3,15134,144,23.95,12.84,23.32,12.84
Hopkins,15,1,3,15135,144,20.27,13.42,20.27,13.42
Hopkins,15,1,3,15136,144,25.29,13.17,24.64,13.17
Hopkins,15,1,3,15137,144,22.74,12.59,21.8,12.88
Hopkins,15,1,3,15138,144,17.87,12.59,17.27,12.59
Hopkins,15,1,3,15139,144,24.64,12.01,23.69,12.01
Hopkins,15,1,3,15140,144,25.94,12.01,25.62,12.01
Hopkins,15,1,3,15141,144,21.18,12.01,20.88,12.01
Hopkins,15,1,3,15142,144,22.43,10.57,21.8,10.57
Hopkins,15,1,3,15143,144,20.27,10,19.66,10.29
Hopkins,15,1,3,15144,144,17.87,10.86,17.57,10.86
Hopkins,15,1,3,15145,144,16.38,10.57,16.08,10.57
Hopkins,15,1,3,15146,144,17.27,10.29,16.67,10.29
Hopkins,15,1,3,15147,144,21.8,11.43,21.18,11.43
Hopkins,15,1,3,15148,144,19.36,12.01,18.76,12.01
Hopkins,15,1,3,15149,144,14.92,12.88,14.92,12.88
Hopkins,15,1,3,15150,144,25.29,12.59,25.29,12.59
Hopkins,15,1,3,15151,144,24.97,12.59,24.97,12.88
Hopkins,15,1,3,15152,144,27.26,13.17,26.92,13.17
Hopkins,15,1,3,15153,144,29.28,13.76,28.26,13.76
Hopkins,15,1,3,15154,144,27.92,14.04,26.92,14.04
Hopkins,15,1,3,15155,144,21.18,13.76,20.88,13.76
Hopkins,15,1,3,15156,144,24.33,13.46,24.33,13.46
Hopkins,15,1,3,15157,144,23.69,12.88,23.37,12.88
Hopkins,15,1,3,15158,144,21.8,13.17,21.49,13.17
Hopkins,15,1,3,15159,144,20.27,14.04,19.66,14.04
Hopkins,15,1,3,15160,144,21.8,14.62,20.88,14.62
Hopkins,15,1,3,15161,144,15.79,13.46,15.5,13.46
Hopkins,15,1,3,15162,144,20.27,13.17,18.46,13.17
Hopkins,15,1,3,15163,144,20.27,13.76,19.66,13.76
Hopkins,15,1,3,15164,144,24.33,13.17,24.01,13.17
Hopkins,15,1,3,15165,144,17.87,13.17,16.97,13.17
Hopkins,15,1,3,15166,144,21.49,12.88,20.88,12.88
Hopkins,15,1,3,15167,144,23.69,13.17,23.06,13.17
Hopkins,15,1,3,15168,144,22.12,14.04,21.8,14.04
Hopkins,15,1,3,15169,144,16.97,13.76,16.67,13.76
Hopkins,15,1,3,15170,144,15.21,13.76,15.21,13.76
Hopkins,15,1,3,15171,144,15.5,13.76,15.5,13.76
Hopkins,15,1,3,15172,144,19.36,13.76,19.06,13.76
Hopkins,15,1,3,15173,144,19.36,13.46,19.06,13.46
Hopkins,15,1,3,15174,144,19.36,13.46,18.76,13.76
Hopkins,15,1,3,15175,144,18.76,14.04,18.76,14.04
Hopkins,15,1,3,15176,144,17.57,14.33,17.57,14.33
Hopkins,15,1,3,15177,144,17.27,13.17,16.97,13.17
Hopkins,15,1,3,15178,144,16.38,14.33,16.08,14.33
Hopkins,15,1,3,15179,144,16.97,13.46,16.67,13.46
Hopkins,15,1,3,15180,144,17.27,12.01,16.97,12.01
Hopkins,15,1,3,15181,144,19.36,12.01,18.76,12.31
Hopkins,15,1,3,15182,144,21.18,12.01,20.57,12.01
Hopkins,15,1,3,15183,144,17.87,12.88,17.57,12.88
Hopkins,15,1,3,15184,144,15.79,12.88,15.79,12.88
Hopkins,15,1,3,15185,144,17.57,12.31,16.97,12.31
Hopkins,15,1,3,15186,144,24.01,12.88,23.37,12.88
Hopkins,15,1,3,15187,144,16.08,13.76,15.79,13.76
Hopkins,15,1,3,15188,144,16.97,13.46,16.97,13.46
Hopkins,15,1,3,15189,144,19.66,13.76,19.36,13.76
Hopkins,15,1,3,15190,144,22.12,13.76,22.12,14.04
Hopkins,15,1,3,15191,144,16.67,13.46,16.67,13.46
Hopkins,15,1,3,15192,144,19.06,12.59,18.46,12.59
Hopkins,15,1,3,15193,144,20.27,12.88,19.66,12.88
Hopkins,15,1,3,15194,144,19.66,13.17,18.76,13.17
Hopkins,15,1,3,15195,144,16.38,12.59,15.5,12.59
Hopkins,15,1,3,15196,144,14.92,12.59,14.62,12.59
Hopkins,15,1,3,15197,144,23.37,12.88,22.43,12.88
Hopkins,15,1,3,15198,144,24.33,12.88,24.01,12.88
Hopkins,15,1,3,15199,144,25.94,13.17,25.62,13.17
Hopkins,15,1,3,15200,144,24.33,13.17,24.01,13.46
Hopkins,15,1,3,15201,144,20.27,13.17,19.36,13.17
Hopkins,15,1,3,15202,144,15.79,13.46,15.79,13.46
Hopkins,15,1,3,15203,144,16.97,13.17,16.97,13.17
Hopkins,15,1,3,15204,144,18.16,12.31,18.16,12.31
Hopkins,15,1,3,15205,144,17.87,13.46,17.87,13.46
Hopkins,15,1,3,15206,144,15.21,12.59,14.92,12.59
Hopkins,15,1,3,15207,144,16.08,12.31,15.79,12.31
Hopkins,15,1,3,15208,144,18.16,11.72,17.87,11.72
Hopkins,15,1,3,15209,144,27.26,12.88,27.26,12.88
Hopkins,15,1,3,15210,144,23.37,12.31,21.8,12.31
Hopkins,15,1,3,15211,144,14.33,12.31,14.04,12.31
Hopkins,15,1,3,15212,144,18.16,12.31,17.27,12.31
Hopkins,15,1,3,15213,144,18.46,12.88,17.87,12.88
Hopkins,15,1,3,15214,144,19.66,12.01,18.76,12.01
Hopkins,15,1,3,15215,144,15.5,12.01,15.21,12.01
Hopkins,15,1,3,15216,144,13.76,12.88,13.76,12.88
Hopkins,15,1,3,15217,144,16.97,12.59,16.67,12.59
Hopkins,15,1,3,15218,144,23.69,12.88,22.74,12.88
Hopkins,15,1,3,15219,144,16.38,12.01,16.08,12.01
Hopkins,15,1,3,15220,144,14.62,12.01,14.62,12.01
Hopkins,15,1,3,15221,144,14.04,12.01,13.76,12.01
Hopkins,15,1,3,15222,144,14.62,12.31,14.04,12.31
Hopkins,15,1,3,15223,144,14.04,12.31,14.04,12.31
Hopkins,15,1,3,15224,144,14.33,12.31,14.04,12.31
Hopkins,15,1,3,15225,144,14.33,12.31,14.33,12.31
Hopkins,15,1,3,15226,144,14.92,12.31,14.62,12.31
Hopkins,15,1,3,15227,144,14.33,12.31,14.33,12.31
Hopkins,15,1,3,15228,144,17.87,12.31,17.27,12.59
Hopkins,15,1,3,15229,144,20.57,12.31,19.66,12.31
Hopkins,15,1,3,15230,144,19.96,12.88,18.76,12.88
Hopkins,15,1,3,15231,144,21.8,14.33,21.18,14.33
Hopkins,15,1,3,15232,144,19.66,14.04,19.06,14.04
Hopkins,15,1,3,15233,144,18.76,13.76,18.16,13.76
Hopkins,15,1,3,15234,144,16.97,14.33,16.97,14.33
Hopkins,15,1,3,15235,144,15.5,14.04,15.5,14.04
Hopkins,15,1,3,15236,144,15.21,13.76,15.21,13.76
Hopkins,15,1,3,15237,144,14.62,13.46,14.62,13.46
Hopkins,15,1,3,15238,144,14.33,13.17,14.33,13.17
Hopkins,15,1,3,15239,144,14.04,12.88,14.04,13.17
Hopkins,15,1,3,15240,144,15.79,12.88,15.5,12.88
Hopkins,15,1,3,15241,144,17.87,12.88,17.27,12.88
Hopkins,15,1,3,15242,144,17.57,12.88,17.27,12.88
Hopkins,15,1,3,15243,144,14.62,12.59,14.62,12.59
Hopkins,15,1,3,15244,144,15.21,11.72,14.92,12.01
Hopkins,15,1,3,15245,144,15.5,13.76,15.21,13.76
Hopkins,15,1,3,15246,144,16.38,12.59,16.38,12.59
Hopkins,15,1,3,15247,144,18.16,11.72,17.87,11.72
Hopkins,15,1,3,15248,144,18.46,12.01,18.16,12.01
Hopkins,15,1,3,15249,144,16.08,13.17,15.79,13.46
Hopkins,15,1,3,15250,144,14.92,13.17,14.92,13.17
Hopkins,15,1,3,15251,144,14.92,12.88,14.92,12.88
Hopkins,15,1,3,15252,144,14.92,12.88,14.92,13.17
Hopkins,15,1,3,15253,144,15.5,13.46,15.21,13.46
Hopkins,15,1,3,15254,144,15.21,13.46,14.92,13.46
Hopkins,15,1,3,15255,144,15.5,13.46,15.21,13.46
Hopkins,15,1,3,15256,144,15.21,13.76,15.21,13.76
Hopkins,15,1,3,15257,144,14.62,12.59,14.62,12.59
Hopkins,15,1,3,15258,144,15.21,12.31,15.21,12.59
Hopkins,15,1,3,15259,144,16.08,12.88,15.79,12.88
Hopkins,15,1,3,15260,144,16.67,12.01,15.5,12.01
Hopkins,15,1,3,15261,144,15.21,11.72,14.92,11.72
Hopkins,15,1,3,15262,144,16.38,12.88,16.08,12.88
Hopkins,15,1,3,15263,144,17.87,12.88,17.57,12.88
Hopkins,15,1,3,15264,144,15.21,13.17,14.92,13.46
Hopkins,15,1,3,15265,144,15.79,13.17,15.5,13.46
Hopkins,15,1,3,15266,144,14.62,13.46,14.62,13.46
Hopkins,15,1,3,15267,144,14.33,12.59,14.33,12.88
Hopkins,15,1,3,15268,144,14.33,13.17,14.33,13.17
Hopkins,15,1,3,15269,144,14.33,12.88,14.33,12.88
Hopkins,15,1,3,15270,144,14.92,12.88,14.92,12.88
Hopkins,15,1,3,15271,144,15.21,12.88,14.92,12.88
Hopkins,15,1,3,15272,144,14.33,13.17,14.33,13.46
Hopkins,15,1,3,15273,144,14.33,12.31,14.33,12.31
Hopkins,15,1,3,15274,144,15.79,12.01,15.5,12.31
Hopkins,15,1,3,15275,144,15.5,11.43,15.21,11.43
Hopkins,15,1,3,15276,144,14.92,12.31,14.92,12.31
Hopkins,15,1,3,15277,144,15.21,12.31,15.21,12.31
Hopkins,15,1,3,15278,144,15.79,12.88,15.79,12.88
Hopkins,15,1,3,15280,144,17.82,10.78,16.33,10.78
Hopkins,15,1,3,15281,144,15.44,12.52,15.44,12.52
Hopkins,15,1,3,15282,144,14.27,12.81,14.27,12.81
Hopkins,15,1,3,15283,144,14.27,11.36,14.27,11.36
Hopkins,15,1,3,15284,144,14.57,11.94,14.27,11.94
Hopkins,15,1,3,15285,144,13.98,10.78,13.98,10.78
Hopkins,15,1,3,15286,144,14.27,9.62,14.27,9.62
Hopkins,15,1,3,15287,144,15.74,9.33,15.74,9.33
Hopkins,15,1,3,15288,144,15.74,10.2,15.44,10.49
Hopkins,15,1,3,15289,144,16.33,10.49,16.03,10.78
Hopkins,15,1,3,15290,144,21.79,12.52,21.17,12.52
Hopkins,15,1,3,15291,144,15.15,13.11,15.15,13.11
Hopkins,15,1,3,15292,144,17.22,12.81,16.33,13.11
Hopkins,16,1,4,15054,144,26.82,12.21,26.16,12.21
Hopkins,16,1,4,15055,144,19.57,11.92,18.97,11.92
Hopkins,16,1,4,15056,144,22.02,11.06,20.78,11.06
Hopkins,16,1,4,15057,144,18.97,11.34,18.67,11.34
Hopkins,16,1,4,15058,144,31.26,9.62,30.56,9.91
