"","resolved_binomial","gametophytic","sporophytic","resolved_name"
"999","Solanum_brevicaule",12,NA,"Solanum brevicaule Bitter"
"1000","Solanum_brevicaule",24,NA,"Solanum brevicaule Bitter"
"1001","Solanum_brevicaule",36,NA,"Solanum brevicaule Bitter"
"1002","Solanum_palustre",12,NA,"Solanum palustre Schltdl."
"1003","Solanum_palustre",12,NA,"Solanum palustre Schltdl."
"1004","Solanum_palustre",12,NA,"Solanum palustre Schltdl."
"1005","Solanum_brevifolium",12,NA,"Solanum brevifolium Dunal"
"1006","Solanum_brevipedicellatum",12,NA,"Solanum brevipedicellatum K. E. Roe"
"1007","Solanum_buesii",12,NA,"Solanum buesii Vargas"
"1008","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1009","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1010","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1011","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1012","Solanum_bulbocastanum",12,NA,"Solanum bulbocastanum Dunal"
"1013","Solanum_bulbocastanum",12,NA,"Solanum bulbocastanum Dunal"
"1014","Solanum_bulbocastanum",12,NA,"Solanum bulbocastanum Dunal"
"1015","Solanum_bulbocastanum",12,NA,"Solanum bulbocastanum Dunal"
"1016","Solanum_bulbocastanum",12,NA,"Solanum bulbocastanum Dunal"
"1017","Solanum_bulbocastanum",18,NA,"Solanum bulbocastanum Dunal"
"1018","Solanum_bulbocastanum",18,NA,"Solanum bulbocastanum Dunal"
"1019","Solanum_bulbocastanum",12,NA,"Solanum bulbocastanum Dunal"
"1020","Solanum_burkartii",12,NA,"Solanum burkartii Ochoa"
"1021","Solanum_andreanum",18,NA,"Solanum andreanum R. E. D. Baker"
"1022","Solanum_caavurana",12,NA,"Solanum caavurana Vell."
"1023","Solanum_cajamarquense",12,NA,"Solanum cajamarquense Ochoa"
"1024","Solanum_cajanumense",12,NA,"Solanum cajanumense Kunth"
"1025","Solanum_colombianum",12,NA,"Solanum colombianum Dunal"
"1026","Solanum_spirale",24,NA,"Solanum spirale Roxb."
"1027","Solanum_chacoense",18,NA,"Solanum chacoense Bitter"
"1028","Solanum_chacoense",18,NA,"Solanum chacoense Bitter"
"1029","Solanum_chacoense",18,NA,"Solanum chacoense Bitter"
"1030","Solanum_campanulatum",12,NA,"Solanum campanulatum R. Br."
"1031","Solanum_campanulatum",12,NA,"Solanum campanulatum R. Br."
"1032","Solanum_campylacanthum",12,NA,"Solanum campylacanthum Hochst. ex A. Rich."
"1033","Solanum_campylacanthum",24,NA,"Solanum campylacanthum Hochst. ex A. Rich."
"1034","Solanum_campylacanthum",12,NA,"Solanum campylacanthum Hochst. ex A. Rich."
"1035","Solanum_campylacanthum",24,NA,"Solanum campylacanthum Hochst. ex A. Rich."
"1036","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1037","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1038","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1039","Solanum_candidum",12,NA,"Solanum candidum Lindl."
"1040","Solanum_candidum",12,NA,"Solanum candidum Lindl."
"1041","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1042","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1043","Solanum_candolleanum",18,NA,"Solanum candolleanum Berthault"
"1044","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1045","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1046","Solanum_canense",12,NA,"Solanum canense Rydb."
"1047","Solanum_canense",12,NA,"Solanum canense Rydb."
"1048","Solanum_canense",12,NA,"Solanum canense Rydb."
"1049","Solanum_canense",12,NA,"Solanum canense Rydb."
"1050","Solanum_canense",12,NA,"Solanum canense Rydb."
"1051","Solanum_canense",12,NA,"Solanum canense Rydb."
"1052","Solanum_tuberosum",12,NA,"Solanum tuberosum L."
"1053","Solanum_cantense",12,NA,"Solanum cantense Ochoa"
"1054","Solanum_cantense",12,NA,"Solanum cantense Ochoa"
"1055","Solanum_stipuloideum",12,NA,"Solanum stipuloideum Rusby"
"1056","Solanum_stipuloideum",12,NA,"Solanum stipuloideum Rusby"
"1057","Solanum_capsiciforme",23,NA,"Solanum capsiciforme (Domin) G. T. S. Baylis"
"1058","Solanum_capsicoides",12,NA,"Solanum capsicoides All."
"1059","Solanum_capsicoides",12,NA,"Solanum capsicoides All."
"1060","Solanum_capsicoides",12,NA,"Solanum capsicoides All."
"1061","Solanum_capsicoides",23,NA,"Solanum capsicoides All."
"1062","Solanum_capsicoides",24,NA,"Solanum capsicoides All."
"1063","Solanum_capsicoides",46,NA,"Solanum capsicoides All."
"1064","Solanum_capsicoides",48,NA,"Solanum capsicoides All."
"1065","Solanum_capsicoides",12,NA,"Solanum capsicoides All."
"1066","Solanum_sodiroi",12,NA,"Solanum sodiroi Bitter"
"1067","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1068","Solanum_ehrenbergii",12,NA,"Solanum ehrenbergii (Bitter) Rydb."
"1069","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1070","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1071","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1072","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1073","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1074","Solanum_cardiophyllum",12,NA,"Solanum cardiophyllum Lindl."
"1075","Solanum_cardiophyllum",18,NA,"Solanum cardiophyllum Lindl."
"1076","Solanum_cardiophyllum",18,NA,"Solanum cardiophyllum Lindl."
"1077","Solanum_caripense",12,NA,"Solanum caripense Dunal"
"1078","Solanum_caripense",12,NA,"Solanum caripense Dunal"
"1079","Solanum_caripense",12,NA,"Solanum caripense Dunal"
"1080","Solanum_caripense",12,NA,"Solanum caripense Dunal"
"1081","Solanum_caripense",12,NA,"Solanum caripense Dunal"
"1082","Solanum_carolinense",12,NA,"Solanum carolinense L."
"1083","Solanum_carolinense",12,NA,"Solanum carolinense L."
"1084","Solanum_carolinense",12,NA,"Solanum carolinense L."
"1085","Solanum_catilliflorum",12,NA,"Solanum catilliflorum G. J. Anderson & Martine & Prohens & Nuez"
"1086","Solanum_catilliflorum",12,NA,"Solanum catilliflorum G. J. Anderson & Martine & Prohens & Nuez"
"1087","Solanum_cernuum",12,NA,"Solanum cernuum Vell."
"1088","Solanum_chacoense",12,NA,"Solanum chacoense Bitter"
"1089","Solanum_chacoense",12,NA,"Solanum chacoense Bitter"
"1090","Solanum_chacoense",12,NA,"Solanum chacoense Bitter"
"1091","Solanum_chacoense",18,NA,"Solanum chacoense Bitter"
"1092","Solanum_chacoense",12,NA,"Solanum chacoense Bitter"
"1093","Solanum_chacoense",12,NA,"Solanum chacoense Bitter"
"1094","Solanum_chacoense",12,NA,"Solanum chacoense Bitter"
"1095","Solanum_malmeanum",12,NA,"Solanum malmeanum Bitter"
"1096","Solanum_mochiquense",12,NA,"Solanum mochiquense Ochoa"
"1097","Solanum_mochiquense",12,NA,"Solanum mochiquense Ochoa"
"1098","Solanum_tuberosum",18,NA,"Solanum tuberosum L."
"1099","Solanum_cheesmaniae",12,NA,"Solanum cheesmaniae (L. Riley) Fosberg"
"1100","Solanum_cheesmaniae",12,NA,"Solanum cheesmaniae (L. Riley) Fosberg"
"1101","Solanum_chenopodioides",12,NA,"Solanum chenopodioides Lam."
"1102","Solanum_chenopodioides",12,NA,"Solanum chenopodioides Lam."
"1103","Solanum_chenopodioides",12,NA,"Solanum chenopodioides Lam."
"1104","Solanum_chenopodioides",12,NA,"Solanum chenopodioides Lam."
"1105","Solanum_chenopodioides",12,NA,"Solanum chenopodioides Lam."
"1106","Solanum_chiapasense",12,NA,"Solanum chiapasense K. E. Roe"
"1107","Solanum_chilense",12,NA,"Solanum chilense (Dunal) Reiche"
"1108","Solanum_chilense",12,NA,"Solanum chilense (Dunal) Reiche"
"1109","Solanum_chilense",12,NA,"Solanum chilense (Dunal) Reiche"
"1110","Solanum_chilliasense",12,NA,"Solanum chilliasense Ochoa"
"1111","Solanum_chilliasense",12,NA,"Solanum chilliasense Ochoa"
"1112","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1113","Solanum_tuberosum",24,NA,"Solanum tuberosum L."
"1114","Solanum_chimborazense",12,NA,"Solanum chimborazense Bitter & Sodiro"
"1115","Solanum_chippendalei",12,NA,"Solanum chippendalei D. E. Symon"
"1116","Solanum_chippendalei",12,NA,"Solanum chippendalei D. E. Symon"
"1117","Solanum_chiquidenum",12,NA,"Solanum chiquidenum Ochoa"
"1118","Solanum_chiquidenum",12,NA,"Solanum chiquidenum Ochoa"
"1119","Solanum_chiquidenum",12,NA,"Solanum chiquidenum Ochoa"
"1120","Solanum_chlamydogynum",12,NA,"Solanum chlamydogynum Bitter"
"1121","Solanum_chmielewskii",12,NA,"Solanum chmielewskii (C. M. Rick & E. Kesicki & Fobes & M. Holle) D. M. Spooner & G. J. Anderson"
"1122","Solanum_chmielewskii",12,NA,"Solanum chmielewskii (C. M. Rick & E. Kesicki & Fobes & M. Holle) D. M. Spooner & G. J. Anderson"
"1123","Solanum_chmielewskii",12,NA,"Solanum chmielewskii (C. M. Rick & E. Kesicki & Fobes & M. Holle) D. M. Spooner & G. J. Anderson"
"1124","Solanum_chomatophilum",12,NA,"Solanum chomatophilum Bitter"
"1125","Solanum_chomatophilum",12,NA,"Solanum chomatophilum Bitter"
"1126","Solanum_chomatophilum",12,NA,"Solanum chomatophilum Bitter"
"1127","Solanum_chomatophilum",12,NA,"Solanum chomatophilum Bitter"
"1128","Solanum_chomatophilum",12,NA,"Solanum chomatophilum Bitter"
"1129","Solanum_multiinterruptum",12,NA,"Solanum multiinterruptum Bitter"
"1130","Solanum_chrysotrichum",12,NA,"Solanum chrysotrichum Schltdl."
"1131","Solanum_tuberosum",12,NA,"Solanum tuberosum L."
"1132","Solanum_cinereum",12,NA,"Solanum cinereum R. Br."
"1133","Solanum_cinereum",12,NA,"Solanum cinereum R. Br."
"1134","Solanum_cinereum",24,NA,"Solanum cinereum R. Br."
"1135","Solanum_stipuloideum",12,NA,"Solanum stipuloideum Rusby"
"1136","Solanum_stipuloideum",12,NA,"Solanum stipuloideum Rusby"
"1137","Solanum_stipuloideum",12,NA,"Solanum stipuloideum Rusby"
"1138","Solanum_stipuloideum",12,NA,"Solanum stipuloideum Rusby"
"1139","Solanum_huilense",12,NA,"Solanum huilense Bohs"
"1140","Solanum_circinatum",12,NA,"Solanum circinatum Bohs"
"1141","Solanum_citrullifolium",12,NA,"Solanum citrullifolium A. Braun"
"1142","Solanum_citrullifolium",12,NA,"Solanum citrullifolium A. Braun"
"1143","Solanum_citrullifolium",12,NA,"Solanum citrullifolium A. Braun"
"1144","Solanum_citrullifolium",12,NA,"Solanum citrullifolium A. Braun"
"1145","Solanum_citrullifolium",12,NA,"Solanum citrullifolium A. Braun"
"1146","Solanum_citrullifolium",12,NA,"Solanum citrullifolium A. Braun"
"1147","Solanum_clarkiae",12,NA,"Solanum clarkiae D. E. Symon"
"1148","Solanum_clarum",12,NA,"Solanum clarum Correll"
"1149","Solanum_clarum",12,NA,"Solanum clarum Correll"
"1150","Solanum_cleistogamum",12,NA,"Solanum cleistogamum D. E. Symon"
"1151","Solanum_coactiliferum",12,NA,"Solanum coactiliferum J. M. Black"
"1152","Solanum_cochabambense",12,NA,"Solanum cochabambense Bitter"
"1153","Solanum_cochoae",12,NA,"Solanum cochoae G. J. Anderson & Bernardello"
"1154","Solanum_cochoae",12,NA,"Solanum cochoae G. J. Anderson & Bernardello"
"1155","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1156","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1157","Solanum_tuberosum",18,NA,"Solanum tuberosum L."
"1158","Solanum_colombianum",36,NA,"Solanum colombianum Dunal"
"1159","Solanum_colombianum",24,NA,"Solanum colombianum Dunal"
"1160","Solanum_colombianum",24,NA,"Solanum colombianum Dunal"
"1161","Solanum_colombianum",24,NA,"Solanum colombianum Dunal"
"1162","Solanum_colombianum",24,NA,"Solanum colombianum Dunal"
"1163","Solanum_colombianum",36,NA,"Solanum colombianum Dunal"
"1164","Solanum_colombianum",24,NA,"Solanum colombianum Dunal"
"1165","Solanum_malmeanum",12,NA,"Solanum malmeanum Bitter"
"1166","Solanum_malmeanum",12,NA,"Solanum malmeanum Bitter"
"1167","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1168","Solanum_commersonii",18,NA,"Solanum commersonii Poir."
"1169","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1170","Solanum_commersonii",18,NA,"Solanum commersonii Poir."
"1171","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1172","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1173","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1174","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1175","Solanum_commersonii",12,NA,"Solanum commersonii Poir."
"1176","Solanum_concinnum",12,NA,"Solanum concinnum Schott ex Sendtn."
"1177","Solanum_aridum",12,NA,"Solanum aridum Morong"
"1178","Solanum_confertiseriatum",12,NA,"Solanum confertiseriatum Bitter"
"1179","Solanum_confertiseriatum",12,NA,"Solanum confertiseriatum Bitter"
"1180","Solanum_confine",12,NA,"Solanum confine Dunal"
"1181","Solanum_confusum",12,NA,"Solanum confusum C. V. Morton"
"1182","Solanum_confusum",12,NA,"Solanum confusum C. V. Morton"
"1183","Solanum_consimile",12,NA,"Solanum consimile C. V. Morton"
"1184","Solanum_contumazaense",12,NA,"Solanum contumazaense Ochoa"
"1185","Solanum_contumazaense",12,NA,"Solanum contumazaense Ochoa"
"1186","Solanum_cookii",12,NA,"Solanum cookii D. E. Symon"
"1187","Solanum_corifolium",12,NA,"Solanum corifolium F. Muell."
"1188","Solanum_corifolium",12,NA,"Solanum corifolium F. Muell."
"1189","Solanum_corneliomulleri",12,NA,"Solanum corneliomulleri J. F. Macbr."
"1190","Solanum_corneliomulleri",12,NA,"Solanum corneliomulleri J. F. Macbr."
"1191","Solanum_andreanum",12,NA,"Solanum andreanum R. E. D. Baker"
"1192","Solanum_corymbiflorum",12,NA,"Solanum corymbiflorum (Sendtn.) Bohs"
"1193","Solanum_crinitum",12,NA,"Solanum crinitum Lam."
"1194","Solanum_crispum",12,NA,"Solanum crispum Ruiz & Pav."
"1195","Solanum_cucullatum",12,NA,"Solanum cucullatum S. Knapp"
"1196","Solanum_cucullatum",12,NA,"Solanum cucullatum S. Knapp"
"1197","Solanum_tuberosum",24,NA,"Solanum tuberosum L."
"1198","Solanum_cunninghamii",12,NA,"Solanum cunninghamii Benth."
"1199","Solanum_cunninghamii",12,NA,"Solanum cunninghamii Benth."
"1200","Solanum_curtilobum",30,NA,"Solanum curtilobum Juz. & Bukasov"
"1201","Solanum_magnifolium",24,NA,"Solanum magnifolium F. Muell."
"1202","Solanum_dasyphyllum",12,NA,"Solanum dasyphyllum Schumach. & Thonn."
"1203","Solanum_dasyphyllum",12,NA,"Solanum dasyphyllum Schumach. & Thonn."
"1204","Solanum_davisense",12,NA,"Solanum davisense Whalen"
"1205","Solanum_davisense",12,NA,"Solanum davisense Whalen"
"1206","Solanum_davisense",12,NA,"Solanum davisense Whalen"
"1207","Solanum_davisense",12,NA,"Solanum davisense Whalen"
"1208","Solanum_demissum",36,NA,"Solanum demissum Lindl."
"1209","Solanum_demissum",30,NA,"Solanum demissum Lindl."
"1210","Solanum_demissum",36,NA,"Solanum demissum Lindl."
"1211","Solanum_demissum",36,NA,"Solanum demissum Lindl."
"1212","Solanum_demissum",36,NA,"Solanum demissum Lindl."
"1213","Solanum_demissum",36,NA,"Solanum demissum Lindl."
"1214","Solanum_densevestitum",12,NA,"Solanum densevestitum F. Muell."
"1215","Solanum_dianthophorum",12,NA,"Solanum dianthophorum Dunal"
"1216","Solanum_tuberosum",24,NA,"Solanum tuberosum L."
"1217","Solanum_dimidiatum",12,NA,"Solanum dimidiatum Raf."
"1218","Solanum_dimidiatum",36,NA,"Solanum dimidiatum Raf."
"1219","Solanum_dimidiatum",12,NA,"Solanum dimidiatum Raf."
"1220","Solanum_dimorphispinum",12,NA,"Solanum dimorphispinum C. T. White"
"1221","Solanum_dimorphispinum",12,NA,"Solanum dimorphispinum C. T. White"
"1222","Solanum_macrotonum",24,NA,"Solanum macrotonum Bitter"
"1223","Solanum_dioicum",12,NA,"Solanum dioicum W. Fitzg."
"1224","Solanum_dioicum",24,NA,"Solanum dioicum W. Fitzg."
"1225","Solanum_dioicum",12,NA,"Solanum dioicum W. Fitzg."
"1226","Solanum_diphyllum",12,NA,"Solanum diphyllum L."
"1227","Solanum_diphyllum",12,NA,"Solanum diphyllum L."
"1228","Solanum_diphyllum",12,NA,"Solanum diphyllum L."
"1229","Solanum_diploconos",12,NA,"Solanum diploconos (Mart.) Bohs"
"1230","Solanum_diploconos",12,NA,"Solanum diploconos (Mart.) Bohs"
"1231","Solanum_discolor",24,NA,"Solanum discolor R. Br."
"1232","Solanum_discolor",12,NA,"Solanum discolor R. Br."
"1233","Solanum_dissimile",12,NA,"Solanum dissimile C. V. Morton"
"1234","Solanum_diversiflorum",12,NA,"Solanum diversiflorum F. Muell."
"1235","Solanum_diversiflorum",12,NA,"Solanum diversiflorum F. Muell."
"1236","Solanum_diversifolium",12,NA,"Solanum diversifolium Dunal"
"1237","Solanum_doddsii",12,NA,"Solanum doddsii Correll"
"1238","Solanum_dolichocremastrum",12,NA,"Solanum dolichocremastrum Bitter"
"1239","Solanum_donachui",24,NA,"Solanum donachui Ochoa"
"1240","Solanum_donianum",12,NA,"Solanum donianum Walp."
"1241","Solanum_douglasii",12,NA,"Solanum douglasii Dunal"
"1242","Solanum_douglasii",12,NA,"Solanum douglasii Dunal"
"1243","Solanum_douglasii",12,NA,"Solanum douglasii Dunal"
"1244","Solanum_douglasii",12,NA,"Solanum douglasii Dunal"
"1245","Solanum_douglasii",12,NA,"Solanum douglasii Dunal"
"1246","Solanum_dulcamara",12,NA,"Solanum dulcamara L."
"1247","Solanum_eburneum",12,NA,"Solanum eburneum D. E. Symon"
"1248","Solanum_eburneum",12,NA,"Solanum eburneum D. E. Symon"
"1249","Solanum_echinatum",12,NA,"Solanum echinatum R. Br."
"1250","Solanum_echinatum",12,NA,"Solanum echinatum R. Br."
"1251","Solanum_ehrenbergii",12,NA,"Solanum ehrenbergii (Bitter) Rydb."
"1252","Solanum_ehrenbergii",12,NA,"Solanum ehrenbergii (Bitter) Rydb."
"1253","Solanum_ehrenbergii",12,NA,"Solanum ehrenbergii (Bitter) Rydb."
"1254","Solanum_elachophyllum",12,NA,"Solanum elachophyllum F. Muell."
"1255","Solanum_elaeagnifolium",12,NA,"Solanum elaeagnifolium Cav."
"1256","Solanum_elaeagnifolium",12,NA,"Solanum elaeagnifolium Cav."
"1257","Solanum_elaeagnifolium",12,NA,"Solanum elaeagnifolium Cav."
"1258","Solanum_elaeagnifolium",12,NA,"Solanum elaeagnifolium Cav."
"1259","Solanum_elaeagnifolium",12,NA,"Solanum elaeagnifolium Cav."
"1260","Solanum_endoadenium",12,NA,"Solanum endoadenium Bitter"
"1261","Solanum_erianthum",12,NA,"Solanum erianthum D. Don"
"1262","Solanum_erianthum",12,NA,"Solanum erianthum D. Don"
"1263","Solanum_erianthum",12,NA,"Solanum erianthum D. Don"
"1264","Solanum_erosomarginatum",12,NA,"Solanum erosomarginatum S. Knapp"
"1265","Solanum_erosomarginatum",12,NA,"Solanum erosomarginatum S. Knapp"
"1266","Solanum_tuberosum",24,NA,"Solanum tuberosum L."
"1267","Solanum_etuberosum",12,NA,"Solanum etuberosum Lindl."
"1268","Solanum_etuberosum",12,NA,"Solanum etuberosum Lindl."
"1269","Solanum_etuberosum",12,NA,"Solanum etuberosum Lindl."
"1270","Solanum_etuberosum",12,NA,"Solanum etuberosum Lindl."
"1271","Solanum_euacanthum",12,NA,"Solanum euacanthum Phil."
"1272","Solanum_excisirhombeum",24,NA,"Solanum excisirhombeum Bitter"
"1273","Solanum_felinum",12,NA,"Solanum felinum Bitter"
"1274","Solanum_felinum",12,NA,"Solanum felinum Bitter"
"1275","Solanum_stoloniferum",24,NA,"Solanum stoloniferum Schltdl. & Bouche"
"1276","Solanum_stoloniferum",24,NA,"Solanum stoloniferum Schltdl. & Bouche"
"1277","Solanum_stoloniferum",24,NA,"Solanum stoloniferum Schltdl. & Bouche"
"1278","Solanum_stoloniferum",24,NA,"Solanum stoloniferum Schltdl. & Bouche"
"1279","Solanum_hjertingii",24,NA,"Solanum hjertingii Hawkes"
"1280","Solanum_fernandezianum",12,NA,"Solanum fernandezianum Phil."
"1281","Solanum_fernandezianum",12,NA,"Solanum fernandezianum Phil."
"1282","Solanum_fernandezianum",12,NA,"Solanum fernandezianum Phil."
"1283","Solanum_fernandezianum",12,NA,"Solanum fernandezianum Phil."
"1284","Solanum_ferocissimum",12,NA,"Solanum ferocissimum Lindl."
"1285","Solanum_fiebrigii",12,NA,"Solanum fiebrigii Bitter"
"1286","Solanum_fiebrigii",12,NA,"Solanum fiebrigii Bitter"
"1287","Solanum_filiforme",12,NA,"Solanum filiforme Pav. ex Dunal"
"1288","Solanum_filiforme",12,NA,"Solanum filiforme Ruiz & Pav."
"1289","Solanum_flahaultii",24,NA,"Solanum flahaultii Bitter"
"1290","Solanum_flahaultii",24,NA,"Solanum flahaultii Bitter"
"1291","Solanum_flahaultii",24,NA,"Solanum flahaultii Bitter"
"1292","Solanum_flahaultii",24,NA,"Solanum flahaultii Bitter"
"1293","Solanum_Ã",18,NA,"Solanum Ã Ochoa"
"1294","Solanum_foetens",12,NA,"Solanum foetens Pittier ex S. Knapp"
"1295","Solanum_foetens",12,NA,"Solanum foetens Pittier ex S. Knapp"
"1296","Solanum_fragile",24,NA,"Solanum fragile Wedd."
"1297","Solanum_fraxinifolium",12,NA,"Solanum fraxinifolium Dunal"
"1298","Solanum_fraxinifolium",12,NA,"Solanum fraxinifolium Dunal"
"1299","Solanum_fructu-tecto",12,NA,"Solanum fructu-tecto Cav."
"1300","Solanum_fructu-tecto",12,NA,"Solanum fructu-tecto Cav."
"1301","Solanum_furcatum",36,NA,"Solanum furcatum Dunal"
"1302","Solanum_furcatum",36,NA,"Solanum furcatum Dunal"
"1303","Solanum_furcatum",36,NA,"Solanum furcatum Dunal"
"1304","Solanum_furcatum",24,NA,"Solanum furcatum Dunal"
"1305","Solanum_furfuraceum",12,NA,"Solanum furfuraceum R. Br."
"1306","Solanum_furfuraceum",12,NA,"Solanum furfuraceum R. Br."
"1307","Solanum_fusiforme",12,NA,"Solanum fusiforme L. B. Sm. & Downs"
"1308","Solanum_gabrielae",12,NA,"Solanum gabrielae Domin"
"1309","Solanum_galapagense",12,NA,"Solanum galapagense S. C. Darwin & Peralta"
"1310","Solanum_galapagense",12,NA,"Solanum galapagense S. C. Darwin & Peralta"
"1311","Solanum_gandarillasii",12,NA,"Solanum gandarillasii Cardenas"
"1312","Solanum_gandarillasii",12,NA,"Solanum gandarillasii Cardenas"
"1313","Solanum_gandarillasii",12,NA,"Solanum gandarillasii Cardenas"
"1314","Solanum_gandarillasii",12,NA,"Solanum gandarillasii Cardenas"
"1315","Solanum_garcia-barrigae",24,NA,"Solanum garcia-barrigae Ochoa"
"1316","Solanum_sessiliflorum",12,NA,"Solanum sessiliflorum Dunal"
"1317","Solanum_giganteum",12,NA,"Solanum giganteum Jacq."
"1318","Solanum_giganteum",12,NA,"Solanum giganteum Jacq."
"1319","Solanum_aethiopicum",12,NA,"Solanum aethiopicum L."
"1320","Solanum_glandulosipilosum",12,NA,"Solanum glandulosipilosum Bitter"
"1321","Solanum_glaucophyllum",12,NA,"Solanum glaucophyllum Desf."
"1322","Solanum_glaucophyllum",12,NA,"Solanum glaucophyllum Desf."
"1323","Solanum_glaucophyllum",12,NA,"Solanum glaucophyllum Desf."
"1324","Solanum_glaucophyllum",12,NA,"Solanum glaucophyllum Desf."
"1325","Solanum_glaucophyllum",12,NA,"Solanum glaucophyllum Desf."
"1326","Solanum_tuberosum",12,NA,"Solanum tuberosum L."
"1327","Solanum_brevicaule",12,NA,"Solanum brevicaule Bitter"
"1328","Solanum_brevicaule",24,NA,"Solanum brevicaule Bitter"
"1329","Solanum_brevicaule",12,NA,"Solanum brevicaule Bitter"
"1330","Solanum_brevicaule",24,NA,"Solanum brevicaule Bitter"
"1331","Solanum_brevicaule",12,NA,"Solanum brevicaule Bitter"
"1332","Solanum_gracilifrons",12,NA,"Solanum gracilifrons Bitter"
"1333","Solanum_gracilifrons",12,NA,"Solanum gracilifrons Bitter"
"1334","Solanum_gracilifrons",12,NA,"Solanum gracilifrons Bitter"
"1335","Solanum_grandiflorum",12,NA,"Solanum grandiflorum Ruiz & Pav."
"1336","Solanum_gratum",12,NA,"Solanum gratum Bitter"
"1337","Solanum_grayi",12,NA,"Solanum grayi Rose"
"1338","Solanum_grayi",12,NA,"Solanum grayi Rose"
"1339","Solanum_grayi",12,NA,"Solanum grayi Rose"
"1340","Solanum_grayi",12,NA,"Solanum grayi Rose"
"1341","Solanum_grayi",12,NA,"Solanum grayi Rose"
"1342","Solanum_memphiticum",24,NA,"Solanum memphiticum J. F. Gmel."
"1343","Solanum_guaraniticum",12,NA,"Solanum guaraniticum A. S. -Hil."
"1344","Solanum_guerreroense",36,NA,"Solanum guerreroense Correll"
"1345","Solanum_guerreroense",36,NA,"Solanum guerreroense Correll"
"1346","Solanum_guerreroense",36,NA,"Solanum guerreroense Correll"
"1347","Solanum_guerreroense",36,NA,"Solanum guerreroense Correll"
"1348","Solanum_hypacrarthrum",12,NA,"Solanum hypacrarthrum Bitter"
"1349","Solanum_habrochaites",12,NA,"Solanum habrochaites S. Knapp & D. M. Spooner"
"1350","Solanum_habrochaites",12,NA,"Solanum habrochaites S. Knapp & D. M. Spooner"
"1351","Solanum_habrochaites",12,NA,"Solanum habrochaites S. Knapp & D. M. Spooner"
"1352","Solanum_candolleanum",12,NA,"Solanum candolleanum Berthault"
"1353","Solanum_hastiforme",12,NA,"Solanum hastiforme Correll"
"1354","Solanum_hastiforme",12,NA,"Solanum hastiforme Correll"
"1355","Solanum_hazenii",12,NA,"Solanum hazenii Britton"
"1356","Solanum_heiseri",12,NA,"Solanum heiseri G. J. Anderson"
"1357","Solanum_heiseri",12,NA,"Solanum heiseri G. J. Anderson"
"1358","Solanum_tuberosum",24,NA,"Solanum tuberosum L."
"1359","Solanum_heterodoxum",12,NA,"Solanum heterodoxum Dunal"
"1360","Solanum_heterodoxum",12,NA,"Solanum heterodoxum Dunal"
"1361","Solanum_heterodoxum",12,NA,"Solanum heterodoxum Dunal"
"1362","Solanum_heterodoxum",12,NA,"Solanum heterodoxum Dunal"
"1363","Solanum_heterodoxum",12,NA,"Solanum heterodoxum Dunal"
"1364","Solanum_heterodoxum",12,NA,"Solanum heterodoxum Dunal"
"1365","Solanum_hibernum",12,NA,"Solanum hibernum Bohs"
"1366","Solanum_hibernum",12,NA,"Solanum hibernum Bohs"
"1367","Solanum_hindsianum",12,NA,"Solanum hindsianum Benth."
"1368","Solanum_hintonii",12,NA,"Solanum hintonii Correll"
"1369","Solanum_hirtum",12,NA,"Solanum hirtum Vahl"
"1370","Solanum_hirtum",12,NA,"Solanum hirtum Vahl"
"1371","Solanum_asperolanatum",12,NA,"Solanum asperolanatum Ruiz & Pav."
"1372","Solanum_asperolanatum",12,NA,"Solanum asperolanatum Ruiz & Pav."
"1373","Solanum_hjertingii",24,NA,"Solanum hjertingii Hawkes"
